Time of Departure,Departure Airport,Arrival Airport,Arrival Time
1672561111.0,VIDP,EDDF,1672592294
1672587798.0,EGLL,EDDF,1672591967
1672586371.0,EGCC,EDDF,1672591945
1672481668.0,KLAX,EDDF,1672591737
1672588850.0,EHAM,EDDF,1672591675
1672560216.0,,EDDF,1672591439
1672567513.0,,EDDF,1672591308
1672579805.0,,EDDF,1672591135
1672578520.0,,EDDF,1672590855
1672583316.0,LEMD,EDDF,1672590659
1672543776.0,RKSI,EDDF,1672590536
1672560295.0,,EDDF,1672590412
1672545270.0,,EDDF,1672590075
1672568652.0,OTHH,EDDF,1672590043
1672584942.0,LIPB,EDDF,1672589711
1672581435.0,LGTS,EDDF,1672589576
1672537120.0,RJTT,EDDF,1672589479
1672541680.0,,EDDF,1672589058
1672586706.0,EDDM,EDDF,1672588945
1672558061.0,,EDDF,1672588819
1672537302.0,RJAA,EDDF,1672588798
1672565652.0,OMDW,EDDF,1672588609
1672584279.0,EGBB,EDDF,1672588371
1672577792.0,LTFM,EDDF,1672587889
1672555279.0,KDEN,EDDF,1672587699
1672582650.0,LHBP,EDDF,1672587679
1672576435.0,LTAC,EDDF,1672587359
1672579471.0,EYVI,EDDF,1672587348
1672578773.0,EVRA,EDDF,1672587164
1672581364.0,EPWA,EDDF,1672587061
1672576215.0,GMMN,EDDF,1672586998
1672578217.0,LPPT,EDDF,1672586837
1672578123.0,LEZL,EDDF,1672586657
1672578885.0,ESSA,EDDF,1672586575
1672577806.0,LMML,EDDF,1672586548
1672582809.0,LIPZ,EDDF,1672586459
1672580991.0,ESGG,EDDF,1672586326
1672555495.0,,EDDF,1672586082
1672582954.0,EDDH,EDDF,1672586009
1672579762.0,LEBL,EDDF,1672586009
1672576613.0,LGAV,EDDF,1672585903
1672583042.0,EHAM,EDDF,1672585829
1672580612.0,,EDDF,1672585409
1672581609.0,EGLL,EDDF,1672585305
1672583462.0,EDDL,EDDF,1672585133
1672578933.0,LIBD,EDDF,1672584982
1672577310.0,LPPR,EDDF,1672584846
1672577722.0,LEMD,EDDF,1672584736
1672577470.0,LBSF,EDDF,1672584667
1672581071.0,LFPG,EDDF,1672584586
1672580766.0,LIPX,EDDF,1672584418
1672576431.0,,EDDF,1672584312
1672580680.0,LIMF,EDDF,1672584147
1672579897.0,,EDDF,1672583965
1672555973.0,KATL,EDDF,1672583925
1672573942.0,EFHK,EDDF,1672583869
1672581201.0,EHAM,EDDF,1672583599
1672576446.0,ENGM,EDDF,1672583567
1672579830.0,LOWL,EDDF,1672583393
1672579413.0,LOWW,EDDF,1672583330
1672576840.0,,EDDF,1672583083
1672580584.0,LSZM,EDDF,1672583030
1672579839.0,LOWS,EDDF,1672582793
1672580342.0,LOWI,EDDF,1672582785
1672577335.0,EGPH,EDDF,1672582499
1672579685.0,EDDC,EDDF,1672582409
1672580807.0,EDDS,EDDF,1672582277
1672576050.0,EGPF,EDDF,1672582181
1672580192.0,ELLX,EDDF,1672582067
1672580365.0,EDDN,EDDF,1672582016
1672579636.0,EDDM,EDDF,1672581869
1672546521.0,MMMX,EDDF,1672581597
1672578723.0,EDDB,EDDF,1672581502
1672576763.0,EKCH,EDDF,1672581385
1672575882.0,EIDW,EDDF,1672581054
1672574576.0,ENBR,EDDF,1672580938
1672575313.0,,EDDF,1672580871
1672575826.0,LFBO,EDDF,1672580683
1672577594.0,LIML,EDDF,1672580579
1672574502.0,LEBL,EDDF,1672580483
1672543541.0,KSFO,EDDF,1672580456
1672541343.0,,EDDF,1672580362
1672490601.0,EDDF,EDDF,1672580264
1672573907.0,ENZV,EDDF,1672579765
1672532290.0,RKSI,EDDF,1672579735
1672557381.0,,EDDF,1672579588
1672569633.0,LTFJ,EDDF,1672579489
1672574820.0,EGLL,EDDF,1672578355
1672574768.0,LIPZ,EDDF,1672578256
1672571723.0,LEPA,EDDF,1672578028
1672567893.0,LTFM,EDDF,1672578027
1672567580.0,,EDDF,1672577748
1672565714.0,,EDDF,1672576827
1672573701.0,EHAM,EDDF,1672576229
1672568317.0,DAAG,EDDF,1672575929
1672548438.0,KORD,EDDF,1672575652
1672563875.0,,EDDF,1672574983
1672500985.0,LFPG,EDDF,1672574848
1672563671.0,,EDDF,1672574665
1672570852.0,EGLL,EDDF,1672574575
1672572051.0,LSZH,EDDF,1672574424
1672572030.0,EDDM,EDDF,1672574299
1672553970.0,OKBK,EDDF,1672574158
1672570205.0,LOWW,EDDF,1672573968
1672551374.0,,EDDF,1672573799
1672552058.0,OTHH,EDDF,1672573648
1672563598.0,LTFJ,EDDF,1672573437
1672562093.0,,EDDF,1672573287
1672563616.0,,EDDF,1672572982
1672570655.0,EBMB,EDDF,1672572830
1672571760.0,EDFL,EDDF,1672572713
1672561910.0,,EDDF,1672572509
1672569288.0,LSZH,EDDF,1672572399
1672568825.0,LSGG,EDDF,1672572268
1672569840.0,LSZH,EDDF,1672572178
1672569170.0,LFPG,EDDF,1672572175
1672568324.0,LFLL,EDDF,1672571844
1672567123.0,EKBI,EDDF,1672571366
1672567606.0,EGLL,EDDF,1672571216
1672462438.0,KORD,EDDF,1672571189
1672562492.0,LPPT,EDDF,1672571126
1672568174.0,EDDH,EDDF,1672571067
1672559566.0,BIKF,EDDF,1672570736
1672567016.0,LIML,EDDF,1672570607
1672565991.0,EKCH,EDDF,1672570578
1672566756.0,LIPZ,EDDF,1672570518
1672567552.0,EDDB,EDDF,1672570439
1672563782.0,LEBL,EDDF,1672570313
1672567449.0,EHAM,EDDF,1672570147
1672564863.0,LIRF,EDDF,1672570137
1672561575.0,ESSA,EDDF,1672569983
1672533674.0,KSFO,EDDF,1672569876
1672488277.0,EDDF,EDDF,1672569736
1672557796.0,,EDDF,1672569629
1672534365.0,MMUN,EDDF,1672569567
1672533381.0,KSFO,EDDF,1672569454
1672567355.0,EDDL,EDDF,1672569326
1672538378.0,CYYC,EDDF,1672569239
1672565075.0,LOWW,EDDF,1672569051
1672560461.0,LEJR,EDDF,1672569026
1672563204.0,EIDW,EDDF,1672568689
1672566470.0,EDDV,EDDF,1672568653
1672565646.0,LKPR,EDDF,1672568531
1672564418.0,,EDDF,1672568517
1672564030.0,EGGD,EDDF,1672568411
1672556713.0,,EDDF,1672568369
1672564059.0,LOWG,EDDF,1672568125
1672542296.0,KIAD,EDDF,1672567974
1672543401.0,KEWR,EDDF,1672567874
1672533045.0,MMUN,EDDF,1672567857
1672542900.0,CYYZ,EDDF,1672567689
1672563405.0,EGBB,EDDF,1672567602
1672564230.0,EDDH,EDDF,1672567278
1672563850.0,LFPG,EDDF,1672567249
1672564870.0,EDDM,EDDF,1672566986
1672535319.0,KIAH,EDDF,1672566880
1672542842.0,KJFK,EDDF,1672566652
1672563464.0,EDDB,EDDF,1672566596
1672559555.0,LEMD,EDDF,1672566374
1672562470.0,EGLL,EDDF,1672566316
1672540014.0,KORD,EDDF,1672566021
1672560901.0,LDZA,EDDF,1672565877
1672535651.0,KFMY,EDDF,1672565680
1672559221.0,,EDDF,1672565562
1672554869.0,LTFJ,EDDF,1672565518
1672490354.0,EDDF,EDDF,1672565305
1672551136.0,OLBA,EDDF,1672565168
1672521716.0,,EDDF,1672565062
1672544075.0,,EDDF,1672564738
1672555550.0,LGAV,EDDF,1672564698
1672560730.0,LOWW,EDDF,1672564438
1672554347.0,LTFM,EDDF,1672563738
1672534194.0,KMCO,EDDF,1672563293
1672555001.0,LEMD,EDDF,1672562689
1672559262.0,LFPG,EDDF,1672562573
1672557083.0,EIDW,EDDF,1672562545
1672556486.0,EPWA,EDDF,1672562305
1672530623.0,,EDDF,1672562061
1672559071.0,EHAM,EDDF,1672561940
1672552415.0,EFHK,EDDF,1672561709
1672557771.0,EGLL,EDDF,1672561542
1672537255.0,KJFK,EDDF,1672561438
1672557684.0,LOWW,EDDF,1672561396
1672524815.0,,EDDF,1672561180
1672553627.0,LPPR,EDDF,1672561138
1672528179.0,,EDDF,1672560570
1672524964.0,KSEA,EDDF,1672560478
1672557500.0,LIMC,EDDF,1672560446
1672528515.0,,EDDF,1672560060
1672557740.0,EDDM,EDDF,1672559959
1672528353.0,KDEN,EDDF,1672559615
1672525760.0,VOBL,EDDF,1672559612
1672528206.0,,EDDF,1672559609
1672555844.0,EGLL,EDDF,1672559595
1672525805.0,CYVR,EDDF,1672559449
1672556034.0,EDDB,EDDF,1672559008
1672550331.0,LPPT,EDDF,1672558908
1672555462.0,EDDH,EDDF,1672558878
1672555083.0,LFPG,EDDF,1672558695
1672555585.0,LFPG,EDDF,1672558679
1672534786.0,KEWR,EDDF,1672558520
1672554021.0,LFLL,EDDF,1672558226
1672550708.0,LEMD,EDDF,1672558040
1672554157.0,LSGG,EDDF,1672557929
1672530967.0,KORD,EDDF,1672557800
1672525480.0,KDFW,EDDF,1672557741
1672553383.0,LIPZ,EDDF,1672557734
1672547527.0,,EDDF,1672557617
1672550830.0,ENBR,EDDF,1672557385
1672550501.0,ENGM,EDDF,1672557059
1672549670.0,EYVI,EDDF,1672556996
1672553389.0,LSZH,EDDF,1672556835
1672550194.0,LEBL,EDDF,1672556564
1672530800.0,CYYZ,EDDF,1672556509
1672548176.0,LROP,EDDF,1672556425
